ID,Parent,Food Eaten,Energy,Score,Alive?
6,-1,13,-1,1368,False
0,-1,41,193,7519,True
1,-1,32,184,5778,True
2,-1,29,95,5249,True
3,-1,33,178,5932,True
4,-1,31,143,5475,True
5,-1,18,110,1809,True
7,-1,39,140,7259,True
8,-1,24,168,3160,True
10,1,5,45,696,True
11,3,9,91,1554,True
12,7,5,64,638,True
