ID,Parent,Food Eaten,Energy,Score,Alive?
5,-1,36,-1,3169,False
0,-1,81,200,14744,True
1,-1,86,197,15781,True
2,-1,66,194,11146,True
3,-1,67,170,11857,True
4,-1,68,114,12082,True
8,-1,54,199,6969,True
10,1,37,113,5413,True
11,3,45,191,6453,True
12,7,29,20,3094,True
13,0,19,93,1170,True
15,0,7,182,1112,True
16,1,11,196,1967,True
17,2,3,108,334,True
18,3,13,193,2186,True
19,4,10,176,1771,True
20,10,8,153,1409,True
21,3,1,153,197,True
22,11,6,191,1151,True
