ID,Parent,Food Eaten,Energy,Score,Alive?
7,-1,53,-1,8437,False
0,-1,74,172,13432,True
1,-1,76,103,14212,True
2,-1,60,124,10214,True
3,-1,65,197,11480,True
4,-1,66,124,11867,True
5,-1,36,49,3169,True
8,-1,45,106,5593,True
10,1,37,163,5413,True
11,3,41,199,5695,True
12,7,28,50,3060,True
13,0,15,63,863,True
15,0,3,158,451,True
16,1,3,140,556,True
17,2,0,98,0,True
18,3,5,111,987,True
19,4,3,140,534,True
20,10,5,143,953,True
