ID,Parent,Food Eaten,Energy,Score,Alive?
14,1,10,19,1500,False
0,-1,69,197,12628,True
1,-1,74,198,13819,True
2,-1,53,189,8851,True
3,-1,53,191,9195,True
4,-1,62,196,11097,True
5,-1,32,71,3037,True
7,-1,51,61,8299,True
8,-1,37,48,5105,True
10,1,31,192,4312,True
11,3,27,132,3318,True
12,7,28,152,3060,True
13,0,9,45,699,True
